Heading,Merged Text
$14 billion and counting: Apple takes a significant bite of the ‘made in India’ push,"My Account
Follow us on:
Powered ByhBits - Fractional Ownership & Investment In Commercial Real Estate
Start generating passive income with up to 10% rental yield and an expected IRR of 18%
Invest Now
Powered By
Unlock Your Trading Potential: Trade like Experts with SEBI registered creators, Learn from Courses & Webinars by India's Finest Finance Experts.
Invest Now
It has been a few years since Apple started assembling iPhones in India. However, in the last couple of years, the Cupertino-based tech giant has taken huge strides in streamlining assembly operations in India and is yielding results. According to a report by Bloomberg, in fiscal year 2024, Apple has assembled iPhones worth $14 billion in India.
Apple has two major manufacturing partners in India — Foxconn and Pegatron. As per the report, Foxconn constituted close to 67% of the assembled iPhones whereas Pegatron assembled 17% of the iPhones. Tat Group, which took over Wistron’s plant in Karnataka, made the remaining 6% of iPhones. The report says that about 1 in 7 iPhones assembled in the world are now being done in India.
Apple’s big India push
In the last two years, Apple has been upping the ante in India — both in manufacturing and retail. Till the last few years, it was the older generation of iPhone models which were assembled in India. However, currently Apple assembles the iPhone 15 models as well in India.
In terms of manufacturing, reports have suggested that Apple is looking to diversity out of China and has been looking at other markets. India is expected to be a key player in Apple’s future manufacturing plans. However, China will remain integral to the company’s plans as made clear by Apple CEO Tim Cook on a recent visit to the country.
Apple has also opened its first retail stores in India. The two stores — Apple BKC and Apple Saket — were inaugurated by Cook in Mumbai and New Delhi respectively in April 2023. Rumour has it that Apple in the next few years will open a couple of more retail outlets.
Apple has emerged as the top player in the country’s premium smartphone market, as per Counterpoint Research in November 2023. Apple’s market share still remains low as India remains a predominantly Android market but it has started to make inroads.
Also read:India may emerge as third largest market for iPhones in the worldRetailer body accuses Apple of discriminatory offers on iPhone 15 Pro models

DAILY-EVENING
DAILY-EVENING
Discover the latestbusiness news,Sensex, andNiftyupdates. ObtainPersonal Financeinsights, tax queries, and expert opinions onMoneycontrolor download theMoneycontrol Appto stay updated!
Copyright © e-Eighteen.com Ltd. All rights reserved. Reproduction of news articles, photos, videos or any other content in whole or in part in any form 
        or medium without express writtern permission of moneycontrol.com is prohibited.
You are already a Moneycontrol Pro user.
Access your Detailed Credit Report - absolutely free"
Access Denied,
The iPhone notification you definitely don't want to get,"






There's one alert that you really don't want to get on your iPhone.
The warning that your phone may have been targeted in a spyware attack is sure to send a chill down your spine — especially if it's likely because of who you are.
That's the warning that some iPhone users in 92 countries received on Wednesday, TechCrunchreported. Apple has sent out similar notifications in the past.
""Apple detected that you are being targeted by a mercenary spyware attack that is trying to remotely compromise the iPhone associated with your Apple ID,"" the notification read, according to TechCrunch.
""This attack is likely targeting you specifically because of who you are or what you do. Although it's never possible to achieve absolute certainty when detecting such attacks, Apple has high confidence in this warning — please take it seriously.""
Related stories
Apple does not share what exactly prompts threat notifications or how those threats are detected, according to itssupport page, as that ""may help mercenary spyware attackers adapt their behavior to evade detection in the future.""
Since the warnings were sent simultaneously, it's not exactly clear when the possible targeting of various users occurred. Apple notes that it sends threat notifications ""multiple times a year.""
The tech giant says that, since 2021, it has notified users in over 150 countries of potential spyware attacks. The most common targets are journalists, activists, politicians, diplomats, and other figures of influence.
If you do get Apple's spyware notification, there aren't many options that are recommended. But Apple ""strongly suggests"" that users contact third-party experts, such as the nonprofitDigital Security Helpline.
""Outside organisations do not have any information about what caused Apple to send a threat notification, but they can assist targeted users with tailored security advice,"" says Apple.
Last year, several independent Russian media outlets made headlines after Apple warned they werebeing targeted by a ""state-sponsored"" spyware attack— reportedly, a Russian government program with the ability to hack iPhones by utilizing NSO Group's ""zero click"" Pegasus spyware, which can be sent over iMessage.
Apple seems to have dropped the ""state-sponsored"" warning in this latest wave of notifications, though the company notes that ""individually targeted attacks of such exceptional cost and complexity have historically been associated with state actors, including private companies developing mercenary spyware on their behalf.""
Apple did not immediately return a request for comment before publication.
Read next
Jump to"
"iPhone 16, iPhone 16 Plus Tipped to Arrive in Seven Colour Options, Two More than iPhone 15 Lineup","Photo Credit: Apple
iPhone 15 and iPhone 15 Plus were launched in five colour options last year
Apple's iPhone 16 and iPhone 16 Plus are expected to debut later this year with a few design changes, such as a new vertically aligned camera layout and the Action button that arrived last year on theiPhone 15 Pro. A tipster now claims that Apple will introduce its next iPhone models in two additional colour options this year. An earlier report suggested that the iPhone 16 Pro models will swap two existing colourways on the iPhone 15 Pro models with new ones.
According to apostby tipster Fixed Focus Digital (translated from Chinese) on Weibo, the upcoming iPhone 16 Plus (as well as the regular iPhone 16) will be available in Black, Blue, Green, Pink, Purple, White, and Yellow colourways. The Purple and White options are new additions, while the others will be the same from the standardiPhone 15models.
While five of the seven rumoured colour options are the same as the iPhone 15 models, Apple could still launch its upcoming handsets different shades. The current generation iPhone 15 andiPhone 15 Pluscolour options are more muted with a matte finish on the rear panel — especially the Blue variant — compared to their predecessors, while this year's models might be more vibrant.
Earlier this year, it wasreportedthat the iPhone 16 Pro and iPhone 16 Pro Max will be launched in new grey and gold finishes. These two are expected to replace two existing ones from the iPhone 15 Pro lineup — Apple only introduces its Pro models in four colourways every year. This year's iPhone 16 Pro models could arrive in new Desert Titanium and Titanium Grey colourways.
The upcoming iPhone 16 series is likely to debut in the second half of 2024, based on Apple's previous release timelines. Before these phones are unveiled, Apple is also expected to show off new software features coming to users as part of iOS 18, macOS 15, and other software updates at its upcoming WWDC 2024 event that begins on June 10.
For the latesttech newsandreviews, follow Gadgets 360 onX,Facebook,WhatsApp,ThreadsandGoogle News. For the latest videos on gadgets and tech, subscribe to ourYouTube channel. If you want to know everything about top influencers, follow our in-houseWho'sThat360onInstagramandYouTube.
Advertisement
01:19
04:04
02:08
01:58
03:16
Advertisement"
"Investors are getting it wrong about Apple — again, Bank of America says","Credit Cards
Loans
Banking
Mortgages
Insurance
Credit Monitoring
Personal Finance
Small Business
Taxes
Help for Low Credit Scores
Investing
SELECT
AllCredit Cards
Find the Credit Card for You
Best Credit Cards
Best Rewards Credit Cards
Best Travel Credit Cards
Best 0% APR Credit Cards
Best Balance Transfer Credit Cards
Best Cash Back Credit Cards
Best Credit Card Welcome Bonuses
Best Credit Cards to Build Credit
SELECT
AllLoans
Find the Best Personal Loan for You
Best Personal Loans
Best Debt Consolidation Loans
Best Loans to Refinance Credit Card Debt
Best Loans with Fast Funding
Best Small Personal Loans
Best Large Personal Loans
Best Personal Loans to Apply Online
Best Student Loan Refinance
SELECT
AllBanking
Find the Savings Account for You
Best High Yield Savings Accounts
Best Big Bank Savings Accounts
Best Big Bank Checking Accounts
Best No Fee Checking Accounts
No Overdraft Fee Checking Accounts
Best Checking Account Bonuses
Best Money Market Accounts
Best CDs
Best Credit Unions
SELECT
AllMortgages
Best Mortgages
Best Mortgages for Small Down Payment
Best Mortgages for No Down Payment
Best Mortgages with No Origination Fee
Best Mortgages for Average Credit Score
Adjustable Rate Mortgages
Affording a Mortgage
SELECT
AllInsurance
Best Life Insurance
Best Homeowners Insurance
Best Renters Insurance
Best Car Insurance
Travel Insurance
SELECT
AllCredit Monitoring
Best Credit Monitoring Services
Best Identity Theft Protection
How to Boost Your Credit Score
Credit Repair Services
SELECT
AllPersonal Finance
Best Budgeting Apps
Best Expense Tracker Apps
Best Money Transfer Apps
Best Resale Apps and Sites
Buy Now Pay Later (BNPL) Apps
Best Debt Relief
SELECT
AllSmall Business
Best Small Business Savings Accounts
Best Small Business Checking Accounts
Best Credit Cards for Small Business
Best Small Business Loans
Best Tax Software for Small Business
SELECT
AllTaxes
Filing For Free
Best Tax Software
Best Tax Software for Small Businesses
Tax Refunds
Tax Brackets
Tax Tips
Tax By State
Tax Payment Plans
SELECT
AllHelp for Low Credit Scores
Best Credit Cards for Bad Credit
Best Personal Loans for Bad Credit
Best Debt Consolidation Loans for Bad Credit
Personal Loans if You Don't Have Credit
Best Credit Cards for Building Credit
Personal Loans for 580 Credit Score or Lower
Personal Loans for 670 Credit Score or Lower
Best Mortgages for Bad Credit
Best Hardship Loans
How to Boost Your Credit Score
SELECT
AllInvesting
Best IRA Accounts
Best Roth IRA Accounts
Best Investing Apps
Best Free Stock Trading Platforms
Best Robo-Advisors
Index Funds
Mutual Funds
ETFs
Bonds

Got a confidential news tip? We want to hear from you.
Sign up for free newsletters and get more CNBC delivered to your inbox
Get this delivered to your inbox, and more info about our products and services.
©2024CNBC LLC. All Rights Reserved.A Division of NBCUniversal
Data is a real-time snapshot *Data is delayed at least 15 minutes.
      Global Business and Financial News, Stock Quotes, and Market Data
      and Analysis.
Data also provided by"
Apple opens access to used iPhone components for repair,"On Thursday, Appleannounced that it has opened its iPhone repair process to include used components. Starting this fall, customers and independent repair shops will be able to fix the handset using compatible components.
Components that don’t require configuration (such as volume buttons) were already capable of being harvested from used devices. Today’s news adds all components — including the battery, display and camera — which Apple requires to be configured for full functionality. Face ID will not be available when the feature first rolls out, but it is coming down the road.
At launch, the feature will be available solely for the iPhone 15 line on both the supply and receiving ends of the repair. That caveat is due, in part, to limited interoperability between the models. In many cases, parts from older phones simply won’t fit.  The broader limitation that prohibited the use of components from used models comes down to a process commonly known as “parts paring.”
Apple has defended the process, stating that using genuine components is an important aspect of maintaining user security and privacy. Historically, the company hasn’t used the term “parts pairing” to refer to its configuration process, but it acknowledges that phrase has been widely adopted externally. It’s also aware that the term is loaded in many circles.
“‘Parts pairing’ is used a lot outside and has this negative connotation,” Apple senior vice president of hardware engineering, John Ternus, tells TechCrunch. “I think it’s led people to believe that we somehow block third-party parts from working, which we don’t. The way we look at it is, we need to know what part is in the device, for a few reasons. One, we need to authenticate that it’s a real Apple biometric device and that it hasn’t been spoofed or something like that. … Calibration is the other one.”
Right-to-repair advocates have accused Apple of hiding behind parts pairing as an excuse to stifle user-repairability. In January, iFixit called the process the “biggest threat to repair.” The post paints a scenario wherein an iPhone user attempts to harvest a battery from a friend’s old device, only to be greeted with a pop-up notification stating, “Important Battery Message. Unable to verify this iPhone has a genuine Apple battery.”
It’s a real scenario and surely one that’s proven confusing for more than a few people. After all, a battery that was taken directly from another iPhone is clearly the real deal.
Today’s news is a step toward resolving the issue on newer iPhones, allowing the system to effectively verify that the battery being used is, in fact, genuine.
“Parts pairing, regardless of what you call it, is not evil,” says Ternus. “We’re basically saying, if we know what module’s in there, we can make sure that when you put our module in a new phone, you’re gonna get the best quality you can. Why’s that a bad thing?”
The practice took on added national notoriety when it was specifically targeted by Oregon’s recently passed right-to-repair bill. Apple, which has penned an open letter in support of a similar California bill, heavily criticized the bill’s parts pairing clause.
“Apple supports a consumer’s right to repair, and we’ve been vocal in our support for both state and federal legislation,” a spokesperson for the company noted in March. “We support the latest repair laws in California and New York because they increase consumer access to repair while keeping in place critical consumer protections. However, we’re concerned a small portion of the language in Oregon Senate Bill 1596 could seriously impact the critical and industry-leading privacy, safety and security protections that iPhone users around the world rely on every day.”
While aspects of today’s news will be viewed as a step in the right direction among some repair advocates, it seems unlikely that it will make the iPhone wholly compliant with the Oregon bill. Apple declined to offer further speculation on the matter.
Biometrics — including fingerprint and facial scans — continue to be a sticking point for the company.
“You think about Touch ID and Face ID and the criticality of their security because of how much of our information is on our phones,” says Ternus. “Our entire life is on our phones. We have no way of validating the performance of any third-party biometrics. That’s an area where we don’t enable the use of third-party modules for the key security functions. But in all other aspects, we do.”
It doesn’t seem coincidental that today’s news is being announced within weeks of the Oregon bill’s passage — particularly given that these changes are set to roll out in the fall. The move also appears to echo Apple’s decision to focus more on user-repairability with the iPhone 14, news that arrived amid a rising international call for right-to-repair laws.
Apple notes, however, that the processes behind this work were set in motion some time ago. Today’s announcement around device harvesting, for instance, has been in the works for two years.
For his part, Ternus suggests that his team has been focused on increasing user access to repairs independent of looming state and international legislation. “We want to make things more repairable, so we’re doing that work anyway,” he says. “To some extent, with my team, we block out the news of the world, because we know what we’re doing is right, and we focus on that.”
Overall, the executive preaches a kind of right tool for the right job philosophy to product design and self-repair.
“Repairability in isolation is not always the best answer,” Ternus says. “One of the things that I worry about is that people get very focused as if repairability is the goal. The reality is repairability is a means to an end. The goal is to build products that last, and if you focus too much on [making every part repairable], you end up creating some unintended consequences that are worse for the consumer and worse for the planet.”
Also announced this morning is an enhancement to Activation Lock, which is designed to deter thieves from harvesting stolen phones for parts. “If a device under repair detects that a supported part was obtained from another device with Activation Lock or Lost Mode enabled,” the company notes, “calibration capabilities for that part will be restricted.”
Ternus adds that, in addition to harvesting used iPhones for parts, Apple “fundamentally support[s] the right for people to use third-party parts as well.” Part of that, however, is enabling transparency.
“We have hundreds of millions of iPhones in use that are second- or third-hand devices,” he explains. “They’re a great way for people to get into the iPhone experience at a lower price point. We think it’s important for them to have the transparency of: was a repair done on this device? What part was used? That sort of thing.”
When iOS 15.2 arrived in November 2021, it introduced a new feature called “iPhone parts and service history.” If your phone is new and has never been repaired, you simply won’t see it. If one of those two qualifications does apply to your device, however, the company surfaces a list of switched parts and repairs in Settings.
Ternus cites a recentUL Solutions studyas evidence that third-party battery modules, in particular, can present a hazard to users.
“We don’t block the use of third-party batteries,” he says. “But we think it’s important to be able to notify the customer that this is or isn’t an authentic Apple battery, and hopefully that will motivate some of these third parties to improve the quality.”
While the fall update will open harvesting up to a good number of components, Apple has no plans to sell refurbished parts for user repairs."
Apple Watch Series 10 to feature LTPO OLED screen for enhanced efficiency and battery life: Report,"Apple is gearing up for the launch of its latest wearable, the Apple Watch Series 10, later this year. A recent report from South Korean publication The Elec suggests that the tech giant is making significant advancements in the display technology of the upcoming smartwatch, promising improved battery life for users.
According to The Elec, theApple Watch Series10 will feature a new type of OLED screen called low-temperature polycrystalline oxide (LTPO), coupled with thin-film transistor (TFT) technology. This upgrade in display technology is anticipated to enhance the efficiency of the device, ensuring longer battery life compared to its predecessor, the Apple Watch Series 9.
The report indicates that Apple is shifting away from the use of low-temperature polycrystalline silicon (LTPS) technology in most of its switching transistors for the Series 10. Instead, LTPS technology will only be utilized for circuits outside thePixel areaand a few remaining switching TFTs. This strategic change is expected to contribute to the improved battery performance of the upcoming smartwatch.
Recent developments suggest that Apple has decided against pursuing in-house development ofmicroLEDscreens, as reported by Bloomberg. This decision led to reorganization within the display engineering teams and layoffs within the company. Despite this shift in display technology, the Apple Watch Series 10 is still anticipated to offer notable advancements in its display capabilities when it hits the market in the latter half of 2024.
The launch of theApple Watch Series 10is expected to coincide with the unveiling of the iPhone 16 series. This lineup is speculated to comprise four models: the iPhone 16, iPhone 16 Plus, iPhone 16 Pro, and iPhone 16 Pro Max. As anticipation builds for these upcoming releases, consumers eagerly await the innovative features and enhancements that Apple will bring to its latest offerings in wearable technology and smartphones.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world🌏Click hereto know more.
Unlock a world of Benefits! From insightful newsletters to real-time stock tracking, breaking news and a personalized newsfeed – it's all here, just a click away!Login Now!
Download the Mint app and read premium stories
Log in to our website to save your bookmarks. It'll just take a moment.
You are just one step away from creating your watchlist!
Oops! Looks like you have exceeded the limit to bookmark the image. Remove some to bookmark this image.
Your session has expired, please login again.
You are now subscribed to our newsletters. In case you can’t find any email from our side, please check the spam folder.
This is a subscriber only feature Subscribe Now to get daily updates on WhatsApp"
Apple Responds to Criticism Over iPhone's 'Parts Pairing' Process,"Apple today announced that customers and independent repair shops will be able torepair select iPhones with used genuine Apple partsstarting later this year. Alongside the announcement, Apple's hardware engineering chief John Ternusspoke withTechCrunchabout the iPhone's controversial ""parts pairing"" process.
Repair website iFixitcriticized Apple's parts pairing processlast year, and Oregon recentlypassed a lawthat would ban Apple from using a ""parts pairing"" process in the state for devices manufactured after January 1, 2025.
Ternus argued that iPhones still work with most third-party parts:
""'Parts pairing' is used a lot outside and has this negative connotation,"" Apple senior vice president of hardware engineering, John Ternus, tells TechCrunch. ""I think it's led people to believe that we somehow block third-party parts from working, which we don't. The way we look at it is, we need to know what part is in the device, for a few reasons. One, we need to authenticate that it's a real Apple biometric device and that it hasn't been spoofed or something like that. … Calibration is the other one.""
One exception is third-party parts related to Face ID and Touch ID, which do not work in iPhones for security reasons, according to Ternus:
""You think about Touch ID and Face ID and the criticality of their security because of how much of our information is on our phones,"" says Ternus. ""Our entire life is on our phones. We have no way of validating the performance of any third-party biometrics. That's an area where we don't enable the use of third-party modules for the key security functions. But in all other aspects, we do.""
Apple does alert customers if an iPhone part is not genuine. If an iPhone has been repaired, a ""Parts and Service History"" section appears in the Settings app under General → About, and it shows if non-genuine Apple parts have been installed.
Ternus said this transparency surrounding repairs is important:
""We have hundreds of millions of iPhones in use that are second- or third-hand devices,"" he explains. ""They're a great way for people to get into the iPhone experience at a lower price point. We think it's important for them to have the transparency of: was a repair done on this device? What part was used? That sort of thing.""
Apple says it will be expanding the ""Parts and Service History"" section to show whether a used part is a genuine Apple part later this year. For more details about used parts being allowed for repairs, readour earlier coverage.
Get weekly top MacRumors stories in your inbox.
Our comprehensive guide highlighting every major new addition in iOS 17, plus how-tos that walk you through using the new features.
App Store changes for the EU, new emoji, Podcasts transcripts, and more.
Get the most out your iPhone 15 with our complete guide to all the new features.
A deep dive into new features in macOS Sonoma, big and small.
Revamped models with OLED displays, M3 chip, and redesigned Magic Keyboard accessory.
Updated 10.9-inch model and new 12.9-inch model, M2 chip expected.
Apple's annual Worldwide Developers Conference will kick off with a keynote on June 10.
Expected to see new AI-focused features and more. Preview coming at WWDC in June with public release in September.
5 hours ago by Tim Hardwick
7 hours ago by Tim Hardwick
1 day ago by Tim Hardwick
1 day ago by Tim Hardwick
1 day ago by MacRumors Staff

MacRumors attracts a broad audience of both consumers and professionals interested in the latest technologies and products. We also boast an active community focused on purchasing decisions and technical aspects of the iPhone, iPad, Mac, and other Apple platforms."
Apple hit with ‘mercenary spyware attacks’ — iPhone users warned worldwide of ‘most advanced digital threats’,"Thanks for contacting us. We've received your submission.
A terrifying and extremely advanced cyberattack hasimpacted iPhone usersfrom at least 92 countries, including India,Reuters reported.
Parent company Apple warned targeted users in an email that hackers aimed to “remotely compromise the iPhone” andupdated its guidanceabout these cases of highly sophisticated device infiltration Wednesday.
Called “mercenary attacks,” they actually don’t hone in on average users to lift a bank account number or other personal information. Everyday people typically are never a target at all even.
Instead, they commonly target high-profile individuals — “likely because of who they are or what they do” — in small numbers.
They typically include politicians, diplomats, journalists and activists, according to Apple.
“The extreme cost, sophistication and worldwide nature of mercenary spyware attacks makes them some of the most advanced digital threats in existence today,” Apple wrote in its new guidance.
“Such attacks are vastly more complex than regular cybercriminal activity and consumer malware, as mercenary spyware attackers apply exceptional resources to target a very small number of specific individuals and their devices.”
“Mercenary spyware attacks are exceptionally well funded and they evolve over time.”
While the latest warning removes the term “state-sponsored” — Reuters reported that Apple came under fire last fall over an incident with the Indian government and its opposition leaders — the tech giant still notes these attacks “have historically been associated with state actors.”
Other times, a proxy can be used on a nation’s behalf.
Since 2021, users in at least 150 nations have been warned by Apple that their devices might have been impacted by the “exceptionally well funded” attacks that have been improving and evolving over time.
If affected, a “Threat Notification” will appear online at the top of an Apple webpage after users sign in with their Apple ID throughappleid.apple.com.
Apple will then send both an email and iMessage ping to the user’s phone and associated email address.
Advertisement"
"'Best gaming phones': 10 devices from Apple, Samsung and others you can look at","The TOI Tech Desk is a dedicated team of journalists committed to delivering the latest and most relevant news from the world of technology to readers of The Times of India. TOI Tech Desk’s news coverage spans a wide spectrum across gadget launches, gadget reviews, trends, in-depth analysis, exclusive reports and breaking stories that impact technology and the digital universe. Be it how-tos or the latest happenings in AI, cybersecurity, personal gadgets, platforms like WhatsApp, Instagram, Facebook and more; TOI Tech Desk brings the news with accuracy and authenticity.Read More"
Bloomberg,"To continue, please click the box below to let us know you're not a robot.
Please make sure your browser supports JavaScript and cookies and that you are not
            blocking them from loading.
            For more information you can review ourTerms of
                ServiceandCookie Policy.
For inquiries related to this message pleasecontact
            our support teamand provide the reference ID below."
Apple 14-Inch M2 Pro MacBook Pro Is a Whopping $550 Off Today Only,"Our expert deal-hunting staff showcases the best price drops and discounts from reputable sellers daily. If you make a purchase using our links, CNET may earn a commission.
Apple's previous-gen MacBook Pro is still extremely capable, and this configuration has tons of storage to boot.
The14-inch MacBook Prois agreat laptopthanks to its surprisingly thin and light build while still boasting a whole lot of power. If portability really is your key requirement, theMacBook Airis the way to go. But if you need performance as well as portability, you can't beat the 14-inch MacBook Pro. Apple's MacBook Pro lineup has never been a cheap one, which makes this deal all the more impressive. Right now B&H Photo will sell you the M2 Pro-equipped MacBook Pro with an upgraded1TB SSD for just $1,949which is $550 off its original list price and just$50 more than Best Buyis selling the base 512GB model for right now.
While it's true that the M2 Pro isn't the latest chip in Apple's silicon lineup, it's still a great option. The M2 Pro chip inside this laptop sports an upgraded 19-core GPU and 12-core CPU married to 16GB of RAM. Storage is taken care of with a superfast 1TB SSD to round out the core specs.
Compared to theM3 MacBook Pro, the older chip actually has more GPU cores which could be important depending on what you're using it for and the newer chip actually hasslowermemory performance, too. There are areas where the M3 Pro comes up trumps, including hardware-accelerated ray tracing and dynamic caching, but for the majority of people, the M2 Pro is likely to be just the ticket. Especially when you can save some cash, too. (A similarly specced M3 Pro model would cost$2,399 at Apple.)
Other notable features include a large 14.2-inch Liquid Retina XDR display as well as support forWi-Fi 6Eand Bluetooth 5.3. You'll of course get a great keyboard with a Touch ID sensor for payments and authentication, while the huge Force Touch trackpad handles cursor control. And all in a gorgeous metal body that's available in two different colors.
This is a pretty sweet laptop, but we do know it won't be for everyone. If that includes you, be sure to check out our collection of the verybest laptop dealsbefore you buy anything.
CNET is always covering a wide array of deals on tech products and much more. Start with the hottest sales and discounts on theCNET Deals page, and check out ourCNET Coupons pagefor currentWalmart discount codes,eBay coupons,Samsung promo codesand more fromhundreds of other online stores. Sign up for theCNET Deals Textto get daily deals sent straight to your phone. Add the freeCNET Shopping extensionto your browser for real-time price comparisons and cash-back offers. Peruse ourgift guide, which includes a full range of ideas for birthdays, anniversaries and more."
Apple iPad Pro 2024 Release Date: Latest News On When It Will Launch,"When Apple releases its next iPads, it will mark the end of the longest period without updates to Apple’s tablet line in history. It looks like it’ll be early May. Here’s your latest timetable.
Apple iPad Pro (2022 update). The next Pro could be just weeks away.
April 10 update below. This post was first published on April 7, 2024.
Previously, Bloomberg’s Mark Gurman had explicitly said that the next Apple iPad release would be “around the end of March or in April,” though that didn’t come to pass. According to his latestPower On newsletter, however, “You can circle early May in your calendar.”
Now, I am far too much of a gentleman to point out thatthat’s exactly what I’ve been saying all along, andmost recently predictedan onsale date of Friday, May 10 or the following Friday, May 17. How does that stack up now?
Well, Gurman says, “For those looking for more specific timing, I’m told the launch will probably happen the week of May 6. Another data point to that end: Apple retail stores are preparing to receive new product marketing materials later that week. That’s typically a sign that a new product release is incoming.”
That seems to me to line up exactly with my last guess. I would say the order of business is this: announcement on Monday, May 6 or Tuesday, May 7 as many countries around the world have May Day as a public holiday on the Monday.
Then, pre-orders would begin on Friday, May 10. Initial reviews would appear a few days later, with the onsale date of Friday, May 17.
I think we can count on a new iPad Pro, in two sizes, 12.9-inch and 11-inch or thereabouts, with OLED as the screen technology for the first time. A newly redesigned Magic Keyboard and the Apple Pencil thatmay just have been accidentally leaked.Oh, and there’s a small sting in the tail: OLED may force up the price of the iPad Pro models, though it’s not yet clear by how much.
But Gurman goes further, adding that two new iPad Air models will also be unveiled, that is, a larger-screened model (12.9 inches or so) alongside a new version of the current 10.9-inch model.
If that’s right, he’s right to say, “Altogether, this launch is shaping up to be one of the biggest updates to the Apple tablet in a single day.”
It’s one thing for a pundit to be wrong about a release date, but a release dateandwhat’s being announced is pushing it.
So, although I find it baffling that Apple would dilute the effect of the iPad Pro with a new iPad Air, it’s not inconceivable—after all, it happily launches four new iPhones each fall, right?
We’ll know soon enough.
April 9 update. More details are emerging about Apple’s iPad plans. First of all, Mark Gurman has said that while he believes the iPad Pro and iPad Air will both be updated with models announced in early May, that it’s a longer wait for the entry-level iPad and iPad mini.
Gurman said, “The company is also working on new versions of the low-end iPad and iPad mini, but those won’t be coming before the end of the year at the earliest. The new downscale iPad will probably end up being a cost-reduced version of the 10th generation model from 2022, while the iPad mini update won’t include much more than a processor upgrade.”
Gurman is clear, then, that while they could both come this year, by caveating his comments with “at the earliest”, that 2025 is also an option. Which would mean that the iPad Pro launch next month, plus iPad Air if that arrives, too, would be the only update in 2024.
I’d find this surprising (though, mind you, I was pretty astonished there was no iPad launched at all in 2023 nor yet in 2024) but it lends credence to the idea that the iPad Air could be on its way in May as well. I still find this less likely than the iPad Pro on its own, but I’m open to being persuaded.
April 10 update. A new report fromDigiTimeshas just appeared and says that Apple is not holding a spring event this year. I have to say that’s no surprise to me, and if there were an event that would be much more newsworthy.
The report points out that the recent MacBook Air models with M3 chips were launched by press release and that Apple is likely to propose the same process for its new iPad unveiling. I think that might be true, though I wouldn’t rule out something similar to what happened with the reveal for the M3 chips, MacBook Pro and iMac in October, when Apple released a recorded keynote online. I believe that may be what happens in early May. It combines the sense of an important moment, though without the in-person element which takes extra time to arrange. Or maybe there will be a screening event as there was for the Halloween Mac event?
But the report goes on with a predicted new release date—and it’s not good news for the impatient among us. The report says, “Regarding the new iPad series… it is speculated that since Apple's WWDC event is scheduled from June 11th to 15th, 2024, the new iPad products could be announced during said event and hit the market in late June.”
Please note, if your first reaction was that WWDC actually starts on June 10, remember that this site is based in Asia and the 10 a.m. Pacific keynote actually starts at 2 a.m. on Tuesday, June 11 in that region thanks to the time difference.
So, how likely is this? Not very, I’d say. While there have been hardware releases announced at WWDC in the past, the buzz around this year’s event is so much about software and AI, that I think there just won’t be time for anything else.
My best guess remains the same, that the unveil date for the iPad Pro, and Air if it’s there, will be as above, Monday, May 6 or Tuesday, May 7, with onsale dates from Friday, May 17.
"
Apple will relax repair policy to allow used genuine parts with select iPhones,"Here’s an early Earth Day victory for the planet we all inhabit. Apple is relaxing the rules for its repair policies to allow used genuine parts for the first time. The change will apply to select iPhones and go into effect this fall.
Apple’s SVP of Hardware Engineering and maybe-future-CEO-who-knows John Ternus emphasized the environmental impact of the policy change:
“At Apple, we’re always looking for new ways to deliver the best possible experience for our customers while reducing the impact we have on the planet, and a key part of that means designing products that last,” said John Ternus, Apple’s senior vice president of Hardware Engineering.
“For the last two years, teams across Apple have been innovating on product design and manufacturing to support repairs with used Apple parts that won’t compromise users’ safety, security, or privacy. With this latest expansion to our repair program, we’re excited to be adding even more choice and convenience for our customers, while helping to extend the life of our products and their parts.”
Apple explains that the repair policy change extends to biometric sensors as well:
Apple teams have been hard at work over the last two years to enable the reuse of parts such as biometric sensors used for Face ID or Touch ID, and beginning this fall, calibration for genuine Apple parts, new or used, will happen on device after the part is installed. In addition, future iPhone releases will have support for used biometric sensors.
Also making news, Apple is changing its requirement for a device serial number when ordering parts:
And in order to simplify the repair process, customers and service providers will no longer need to provide a device’s serial number when ordering parts from the Self Service Repair Store for repairs not involving replacement of the logic board.
Finally, there’s an Activation Lock element to the change to ensure stolen phones aren’t sold off for parts:
Apple will also extend its popular Activation Lock feature to iPhone parts in order to deter stolen iPhones from being disassembled for parts. Requested by customers and law enforcement officials, the feature was designed to limit iPhone theft by blocking a lost or stolen iPhone from being reactivated. If a device under repair detects that a supported part was obtained from another device with Activation Lock or Lost Mode enabled, calibration capabilities for that part will be restricted.
You can read the full announcement on Apple’s websitehere. We’ll update you as the changed announced today go live later this year.
FTC: We use income earning auto affiliate links.More.
Check out 9to5Mac on YouTube for more Apple news:
Zac covers Apple news, hosts the 9to5Mac Happy Hour podcast, and created SpaceExplored.com."
